Any,Codi municipi,Municipi,Comarca,Població,Autocompostatge,Matèria orgànica,Poda i jardineria,Paper i cartró,Vidre,Envasos lleugers,Residus voluminosos + fusta,RAEE,Ferralla,Olis vegetals,Tèxtil,Runes,Residus en Petites Quantitats (RPQ),Piles,Medicaments,Altres recollides selectives,Total Recollida Selectiva,R.S. / R.M. % total,Kg/hab/any recollida selectiva,Resta a Dipòsit,Resta a Incineració,Resta a Tractament Mecànic Biològic,Resta (sense desglossar),Suma Fracció Resta,F.R. / R.M. %,Generació Residus Municipal Totals,Kg / hab / dia,Kg / hab / any
2004,252271,"Torre de Cabdella, la",Pallars Jussà,698,,0,0.92,20.56,17.96,3.36,37.74,,,,0.16,,,0.07,0.07,7.93,88.77,26.84,127.18,241.92,0,0,,241.92,73.16,330.69,1.3,473.77
2004,252347,Tremp,Pallars Jussà,5570,,0,7.28,163.78,142.94,26.73,300.54,,,,1.29,,,0.56,0.53,63.33,706.98,26.84,126.93,1926.61,0,0,,1926.61,73.16,2633.59,1.3,472.82
2004,250175,Alins,Pallars Sobirà,256,,0,0,5.73,10.63,1.43,3.82,,,,0.01,,,0.03,0,7.48,29.13,18.16,113.8,131.29,0,0,,131.29,81.84,160.42,1.72,626.65
2004,250241,Alt Àneu,Pallars Sobirà,427,,0,0,13.53,30.13,4.03,6.2,,,,0.35,,,0,0,22.22,76.45,27.53,179.05,201.3,0,0,,201.3,72.47,277.75,1.78,650.48
2004,250390,Baix Pallars,Pallars Sobirà,372,,0,0,6.26,12.44,5.52,3.39,,,,0.04,,,0.04,0,11.33,39.02,18.23,104.9,175.05,0,0,,175.05,81.77,214.07,1.58,575.46
2004,250827,Espot,Pallars Sobirà,364,,0,0,12.82,25.11,1.89,5.45,,,,0.3,,,0,0,19.01,64.59,28.15,177.44,164.84,0,0,,164.84,71.85,229.43,1.73,630.3
2004,250864,Esterri d'Àneu,Pallars Sobirà,754,,0,0,51.21,37.61,12.11,1.12,,,,0.61,,,0,0,39,141.67,29.24,187.89,342.8,0,0,,342.8,70.76,484.47,1.76,642.53
2004,250870,Esterri de Cardós,Pallars Sobirà,72,,0,0,0.75,1.6,0.9,1.6,,,,0,,,0.01,0,1.42,6.28,14.7,87.26,36.47,0,0,,36.47,85.3,42.75,1.63,593.79
2004,250899,Farrera,Pallars Sobirà,105,,0,0,0.33,1.6,1.65,2.81,,,,0,,,0.01,0,2.83,9.24,15.2,87.99,51.54,0,0,,51.54,84.8,60.78,1.59,578.84
2004,259031,"Guingueta d'Àneu, la",Pallars Sobirà,347,,0,0,9.37,13.09,3.61,4.14,,,,0.28,,,0.15,0,17.99,48.63,22.63,140.13,166.29,0,0,,166.29,77.37,214.92,1.7,619.35
2004,251235,Lladorre,Pallars Sobirà,212,,0,0,4.94,3.01,0.73,2.22,,,,0.01,,,0.02,0,6.63,17.55,14.38,82.79,104.54,0,0,,104.54,85.62,122.09,1.58,575.91
2004,251266,Llavorsí,Pallars Sobirà,330,,0,0,16.11,20.84,3.18,6.43,,,,0.01,,,0.03,0,8.49,55.1,27.75,166.96,143.44,0,0,,143.44,72.25,198.54,1.65,601.63
2004,251832,Rialp,Pallars Sobirà,612,,0,0,41.77,52.12,8.76,7.86,,,,0.05,,,0.08,0,21.58,132.22,32.76,216.04,271.32,0,0,,271.32,67.24,403.54,1.81,659.37
2004,252081,Soriguera,Pallars Sobirà,327,,0,0,5.07,11.63,2.57,7.43,,,,0.01,,,0.03,0,9.63,36.38,18.48,111.26,160.46,0,0,,160.46,81.52,196.84,1.65,601.96
2004,252094,Sort,Pallars Sobirà,2003,,0,0,125.6,127.09,25.74,41.44,,,,0.1,,,0.42,0,58.05,378.43,28.8,188.93,935.53,0,0,,935.53,71.2,1313.96,1.8,656
2004,252213,Tírvia,Pallars Sobirà,131,,0,0,2.57,2.61,1.09,2.41,,,,0.01,,,0.02,0,4.42,13.12,17.41,100.16,62.24,0,0,,62.24,82.59,75.36,1.58,575.28
2004,259010,Vall de Cardós,Pallars Sobirà,354,,0,0,12.7,18.45,6.37,10.53,,,,0.01,,,0.04,0.02,10.38,58.49,26.42,165.23,162.89,0,0,,162.89,73.58,221.38,1.71,625.37
2004,170157,Banyoles,Pla de l'Estany,16423,,0,14.61,423.48,302.56,146.22,30.22,,,,0,,,1.31,0.33,294.29,1213.01,12.11,73.86,8799.77,0,0,,8799.77,87.89,10012.78,1.67,609.68
2004,170353,Camós,Pla de l'Estany,659,,0,0.45,15.73,8.62,7.14,0.94,,,,0,,,0.04,0.01,9.15,42.08,13.69,63.85,265.36,0,0,,265.36,86.31,307.44,1.28,466.52
2004,170561,Cornellà del Terri,Pla de l'Estany,1992,,0,1.49,96.5,48.56,19.91,3.07,,,,0,,,0.13,0.04,29.92,199.62,12.2,100.21,1436.11,0,0,,1436.11,87.8,1635.73,2.25,821.15
2004,170583,Crespià,Pla de l'Estany,227,,0,0.17,3.62,6.15,1.02,0.35,,,,0,,,0.02,0,3.38,14.7,13.47,64.78,94.45,0,0,,94.45,86.53,109.15,1.32,480.86
2004,170656,Esponellà,Pla de l'Estany,426,,0,0.3,17.16,17.67,6.13,0.62,,,,0,,,0.03,0.01,6.03,47.95,17.12,112.56,232.14,0,0,,232.14,82.88,280.09,1.8,657.49
2004,170715,Fontcoberta,Pla de l'Estany,1145,,0,0.9,35.72,34.22,15.29,1.86,,,,0,,,0.08,0.02,18.13,106.21,13.73,92.76,667.48,0,0,,667.48,86.27,773.69,1.85,675.72
2004,171236,Palol de Revardit,Pla de l'Estany,420,,0,0.14,13.45,15.33,4.99,0.29,,,,0,,,0.01,0.01,2.78,36.99,10.35,88.08,320.41,0,0,,320.41,89.65,357.4,2.33,850.96
2004,171371,Porqueres,Pla de l'Estany,3919,,0,2.25,80.12,85.45,37.76,4.64,,,,0,,,0.2,0.08,45.23,255.74,11.4,65.26,1988.47,0,0,,1988.47,88.6,2244.2,1.57,572.65
2004,171740,Sant Miquel de Campmajor,Pla de l'Estany,199,,0,0.05,7.2,8.05,1.39,0.11,,,,0,,,0,0,1.03,17.82,15.76,89.56,95.24,0,0,,95.24,84.24,113.06,1.56,568.15
2004,171903,Serinyà,Pla de l'Estany,962,,0,0.61,35.72,23.35,16.07,1.26,,,,0,,,0.05,0.02,12.23,89.31,14.05,92.83,546.38,0,0,,546.38,85.95,635.69,1.81,660.8
2004,172180,Vilademuls,Pla de l'Estany,769,,0,0.26,17.15,28.44,5.98,0.54,,,,0,,,0.02,0.03,5.3,57.74,14.26,75.08,347.25,0,0,,347.25,85.74,404.99,1.44,526.64
2004,250411,Barbens,Pla d'Urgell,818,,0,0,7.79,10.64,3.74,0.03,,,,0,,,0,0.02,0.14,22.36,7,27.34,297.01,0,0,,297.01,93,319.37,1.07,390.42
2004,250485,Bell-lloc d'Urgell,Pla d'Urgell,2126,,0,0.06,29.76,31.95,19.95,1.23,,,,0,,,0.01,0.05,5.8,88.81,9.66,41.77,830.66,0,0,,830.66,90.34,919.47,1.18,432.49
2004,250523,Bellvís,Pla d'Urgell,2207,,0,0.05,28.02,32.48,16.23,0.95,,,,0,,,0.01,0.05,4.49,82.28,9.7,37.28,766.29,0,0,,766.29,90.3,848.58,1.05,384.49
2004,250680,Castellnou de Seana,Pla d'Urgell,710,,0,0.02,17.57,10.05,5.63,0.42,,,,0,,,0,0.02,2,35.71,10.73,50.3,297.06,0,0,,297.06,89.27,332.77,1.28,468.69
2004,250931,Fondarella,Pla d'Urgell,741,,0,0.12,25.03,12.08,5.34,2.35,,,,0,,,0.03,0.02,11.09,56.06,12.77,75.65,383.05,0,0,,383.05,87.23,439.1,1.62,592.58
2004,250997,Golmés,Pla d'Urgell,1443,,0,0.18,30.37,49.98,6.45,3.56,,,,0,,,0.04,0.03,16.82,107.44,9.6,74.46,1012.21,0,0,,1012.21,90.4,1119.65,2.13,775.92
2004,251137,Ivars d'Urgell,Pla d'Urgell,1806,,0,0.01,21.56,20.27,11.95,0.26,,,,0,,,0,0.04,1.24,55.34,7.92,30.64,643.56,0,0,,643.56,92.08,698.9,1.06,386.99
2004,251229,Linyola,Pla d'Urgell,2529,,0,0.01,30.26,37.01,14.9,0.23,,,,0,,,0,0.06,1.1,83.59,8.7,33.05,877.03,0,0,,877.03,91.3,960.62,1.04,379.84
2004,251351,Miralcamp,Pla d'Urgell,1280,,0,0.1,17.17,16.11,8.37,2.01,,,,0,,,0.02,0.03,9.5,53.33,9.91,41.66,484.8,0,0,,484.8,90.09,538.12,1.15,420.41
2004,251370,Mollerussa,Pla d'Urgell,11087,,0,1.54,559.59,155.71,83.74,30.02,,,,0,,,2.86,0.26,141.73,975.46,17.07,87.98,4737.33,0,0,,4737.33,82.93,5712.78,1.41,515.27
2004,251581,"Palau d'Anglesola, el",Pla d'Urgell,1775,,0,0.15,25.64,24,14.95,2.85,,,,0,,,0.03,0.04,13.44,81.09,11.14,45.68,646.91,0,0,,646.91,88.86,728,1.12,410.14
2004,251689,"Poal, el",Pla d'Urgell,645,,0,0.01,9.83,8.87,7.61,0.26,,,,0,,,0,0.02,1.24,27.85,10.07,43.18,248.86,0,0,,248.86,89.93,276.71,1.18,429
2004,252056,Sidamon,Pla d'Urgell,642,,0,0.05,18.99,16.86,6.04,0.98,,,,0,,,0.01,0.02,4.63,47.58,13.92,74.11,294.28,0,0,,294.28,86.08,341.86,1.46,532.49
2004,252304,Torregrossa,Pla d'Urgell,2285,,0,0.04,20.77,26.32,16,0.83,,,,0,,,0.01,0.05,3.93,67.95,8.18,29.74,762.65,0,0,,762.65,91.82,830.61,1,363.5
2004,252483,Vilanova de Bellpuig,Pla d'Urgell,1116,,0,0.05,27.39,25.28,10.54,0.95,,,,0,,,0.01,0.03,4.49,68.74,13.59,61.6,436.9,0,0,,436.9,86.41,505.64,1.24,453.08
2004,252521,Vila-sana,Pla d'Urgell,547,,0,0.06,7.28,17.57,3.32,1.16,,,,0,,,0.01,0.02,5.45,34.86,9.68,63.73,325.26,0,0,,325.26,90.32,360.11,1.8,658.35
2004,430234,Bellmunt del Priorat,Priorat,308,,0,0,9.72,5.36,2.11,0,,,,0,,,0,0.06,0,17.25,13.07,56.02,114.74,0,0,,114.74,86.93,131.99,1.17,428.55
2004,430271,"Bisbal de Falset, la",Priorat,244,,0,0,8,4.41,1.74,0,,,,0,,,0,0.05,0,14.19,12.7,58.17,97.57,0,0,,97.57,87.3,111.77,1.25,458.06
2004,430350,Cabacés,Priorat,339,,0,0,11.04,6.09,2.4,0,,,,0,,,0,0.07,0,19.59,14.44,57.79,116.05,0,0,,116.05,85.56,135.64,1.1,400.13
2004,430402,Capçanes,Priorat,402,,0,0,12.83,7.07,2.79,0,,,,0,,,0,0.08,0,22.77,16.33,56.63,116.64,0,0,,116.64,83.67,139.41,0.95,346.78
2004,430496,Cornudella de Montsant,Priorat,912,,0,0,27.6,15.22,6,0,,,,0,,,0,0.18,0,49,11.19,53.73,389.1,0,0,,389.1,88.81,438.1,1.32,480.38
2004,430555,Falset,Priorat,2627,,35.9,1.5,83,45.77,18.04,0,,,,0,,,0.7,0.52,0,185.43,16.17,70.59,961.5,0,0,,961.5,83.83,1146.93,1.2,436.59
2004,430580,"Figuera, la",Priorat,220,,0,0,4.48,2.47,0.97,0,,,,0,,,0,0.04,0,7.96,9.37,36.19,77.03,0,0,,77.03,90.63,84.99,1.06,386.32
2004,430691,Gratallops,Priorat,222,,0,0,7.13,3.93,1.55,0,,,,0,,,0,0.04,0,12.66,9.02,57.01,127.7,0,0,,127.7,90.98,140.36,1.73,632.25
2004,430705,"Guiamets, els",Priorat,315,,0,0,9.95,5.49,2.16,0,,,,0,,,0,0.06,0,17.66,15.57,56.06,95.78,0,0,,95.78,84.43,113.44,0.99,360.11
2004,430727,"Lloar, el",Priorat,122,,0,0,3.65,2.01,0.79,0,,,,0,,,0,0.02,0,6.47,12.64,53.04,44.71,0,0,,44.71,87.36,51.18,1.15,419.49
2004,430764,Marçà,Priorat,587,,0,0,19.06,10.51,4.14,0,,,,0,,,0,0.12,0,33.83,16.2,57.63,174.97,0,0,,174.97,83.8,208.8,0.97,355.71
2004,430751,Margalef,Priorat,127,,0,0,3.97,2.19,0.86,0,,,,0,,,0,0.02,0,7.04,11.47,55.44,54.37,0,0,,54.37,88.53,61.41,1.32,483.52
2004,430825,"Masroig, el",Priorat,522,,5.03,0,16.6,9.15,3.61,0,,,,0,,,0,0.1,0,34.49,17.8,66.08,159.3,0,0,,159.3,82.2,193.79,1.02,371.25
2004,430859,"Molar, el",Priorat,284,,0,0,9.37,5.17,2.04,0,,,,0,,,0,0.06,0,16.64,14.19,58.58,100.64,0,0,,100.64,85.81,117.27,1.13,412.93
2004,430960,"Morera de Montsant, la",Priorat,178,,0,0,5.63,3.1,1.22,0,,,,0,,,0,0.04,0,9.98,9.66,56.09,93.39,0,0,,93.39,90.34,103.37,1.59,580.76
2004,431129,Poboleda,Priorat,334,,0,0,10.4,5.73,2.26,0,,,,0,,,0,0.07,0,18.45,11.04,55.24,148.67,0,0,,148.67,88.96,167.12,1.37,500.35
2004,431140,Porrera,Priorat,488,,0,0,14.87,8.2,3.23,0,,,,0,,,0,0.1,0,26.4,13.84,54.1,164.35,0,0,,164.35,86.16,190.75,1.07,390.88
2004,431153,Pradell de la Teixeta,Priorat,199,,0,0,6.27,3.46,1.36,0,,,,0,,,0,0.04,0,11.13,9.39,55.92,107.36,0,0,,107.36,90.61,118.49,1.63,595.41
2004,431515,"Torre de Fontaubella, la",Priorat,130,,0,0,4.48,2.47,0.97,0,,,,0,,,0,0.03,0,7.94,15.64,61.1,42.85,0,0,,42.85,84.36,50.8,1.07,390.76
2004,431541,Torroja del Priorat,Priorat,149,,0,0,4.7,2.59,1.02,0,,,,0,,,0,0.03,0,8.34,8.47,55.98,90.1,0,0,,90.1,91.53,98.44,1.81,660.67
2004,431573,Ulldemolins,Priorat,484,,0,0,16.02,8.84,3.48,0,,,,0,,,0,0.1,0,28.44,15.27,58.76,157.79,0,0,,157.79,84.73,186.23,1.05,384.77
2004,431732,"Vilella Alta, la",Priorat,137,,0,0,3.52,1.94,0.76,0,,,,0,,,0,0.03,0,6.25,10.92,45.59,50.97,0,0,,50.97,89.08,57.21,1.14,417.61
2004,431747,"Vilella Baixa, la",Priorat,191,,0,0,6.3,3.47,1.37,0,,,,0,,,0,0.04,0,11.18,9.87,58.53,102.03,0,0,,102.03,90.13,113.21,1.62,592.72
2004,430192,Ascó,Ribera d'Ebre,1629,,0,0,52.3,28.84,11.37,0,,,,0,,,0,0.04,0,92.55,18.99,56.81,394.83,0,0,,394.83,81.01,487.38,0.82,299.19
2004,430265,Benissanet,Ribera d'Ebre,1130,,0,0,35.95,19.83,7.81,0,,,,0,,,0,0.03,0,63.62,12.83,56.3,432.08,0,0,,432.08,87.17,495.7,1.2,438.67
2004,430607,Flix,Ribera d'Ebre,4001,,24.32,0,129.57,71.45,28.16,0,,,,0,,,0.12,0.1,0,253.72,16.79,63.42,1257.07,0,0,,1257.07,83.21,1510.79,1.03,377.6
2004,430653,Garcia,Ribera d'Ebre,501,,39.23,0,16.15,8.91,3.51,0,,,,0,,,0,0.01,0,67.82,50.05,135.36,67.67,0,0,,67.67,49.95,135.48,0.74,270.43
2004,430672,Ginestar,Ribera d'Ebre,929,,0,0,28.56,15.75,6.21,0,,,,0,,,0,0.02,0,50.55,19.09,54.41,214.21,0,0,,214.21,80.91,264.76,0.78,284.99
2004,430846,Miravet,Ribera d'Ebre,790,,58.52,0,24.98,13.78,5.43,0,,,,0,,,0,0.02,0,102.73,54.32,130.04,86.41,0,0,,86.41,45.68,189.14,0.66,239.41
2004,430939,Móra d'Ebre,Ribera d'Ebre,4960,,0,0,203.03,142.39,46.7,92,,,,0,,,1.05,0.13,1645.18,2130.48,51.71,429.53,1989.71,0,0,,1989.71,48.29,4120.18,2.28,830.68
2004,430944,Móra la Nova,Ribera d'Ebre,3113,,0,0,98.64,54.4,21.44,0,,,,0,,,0,0.08,0,174.56,11.76,56.08,1310.11,0,0,,1310.11,88.24,1484.67,1.31,476.93
2004,430995,"Palma d'Ebre, la",Ribera d'Ebre,403,,0,0,12.99,7.16,2.82,0,,,,0,,,0,0.01,0,22.98,13.64,57.01,145.47,0,0,,145.47,86.36,168.44,1.15,417.97
2004,431212,Rasquera,Ribera d'Ebre,842,,13.3,0,25.81,14.23,5.61,0,,,,0,,,0,0.02,0,58.97,26.52,70.04,163.39,0,0,,163.39,73.48,222.37,0.72,264.09
2004,431251,Riba-roja d'Ebre,Ribera d'Ebre,1350,,0,0,42.83,23.62,9.31,0,,,,0,,,0,0.03,0,75.79,12.15,56.14,547.86,0,0,,547.86,87.85,623.65,1.27,461.96
2004,431508,Tivissa,Ribera d'Ebre,1794,,0,0,57.25,31.57,12.44,0,,,,0,,,0,0.05,0,101.31,14.82,56.47,582.15,0,0,,582.15,85.18,683.46,1.04,380.97
2004,431520,"Torre de l'Espanyol, la",Ribera d'Ebre,731,,0,0,23.16,12.77,5.03,0,,,,0,,,0,0.02,0,40.98,14.86,56.05,234.69,0,0,,234.69,85.14,275.67,1.03,377.11
2004,431779,Vinebre,Ribera d'Ebre,459,,0,0,15.29,8.43,3.32,0,,,,0,,,0,0.01,0,27.05,10.42,58.93,232.54,0,0,,232.54,89.58,259.59,1.55,565.56
2004,170366,Campdevànol,Ripollès,3361,,0,0,67.9,72.61,25.24,0,,,,0,,,0,0.19,0,165.94,11.09,49.37,1330,0,0,,1330,88.91,1495.94,1.22,445.09
2004,170372,Campelles,Ripollès,122,,0,0,1.48,3.73,0.33,0,,,,0,,,0,0.01,0,5.55,4.93,45.49,107,0,0,,107,95.07,112.55,2.53,922.54
2004,170391,Camprodon,Ripollès,2390,,0,0,31.63,54.91,6.4,0,,,,0,,,0,0.13,0,93.07,5.89,38.94,1488,0,0,,1488,94.11,1581.07,1.81,661.54
2004,170806,Gombrèn,Ripollès,236,,0,0,8.17,5.59,1.83,0,,,,0,,,0,0.01,0,15.6,12.62,66.1,108,0,0,,108,87.38,123.6,1.43,523.73
2004,170911,Llanars,Ripollès,527,,0,0,13.17,20.54,2.12,0,,,,0,,,0,0.03,0,35.86,12.24,68.05,257,0,0,,257,87.76,292.86,1.52,555.71
2004,170963,"Llosses, les",Ripollès,262,,0,0,2.2,1,1.17,0,,,,0,,,0,0.01,0,4.38,6.31,16.72,65,0,0,,65,93.69,69.38,0.73,264.81
2004,171077,Molló,Ripollès,343,,0,0,8.61,9.21,1.81,0,,,,0,,,0,0.02,0,19.65,6.47,57.29,284,0,0,,284,93.53,303.65,2.43,885.28
2004,171122,Ogassa,Ripollès,260,,0,0,1.87,5.61,0.95,0,,,,0,,,0,0.01,0,8.44,6.23,32.46,127,0,0,,127,93.77,135.44,1.43,520.92
2004,171254,Pardines,Ripollès,154,,0,0,2.89,4.77,1.14,0,,,,0,,,0,0.01,0,8.81,16.68,57.21,44,0,0,,44,83.32,52.81,0.94,342.92
2004,171349,Planoles,Ripollès,304,,0,0,12.93,17.66,3.13,0,,,,0,,,0,0.02,0,33.74,10.75,110.99,280,0,0,,280,89.25,313.74,2.83,1032.04
2004,170433,Queralbs,Ripollès,198,,0,0,18.04,8.99,2.65,0,,,,0,,,0,0.01,0,29.69,12.81,149.95,202,0,0,,202,87.19,231.69,3.21,1170.15
2004,171450,Ribes de Freser,Ripollès,2040,,0,0,44.16,45.83,14,0,,,,0,,,0,0.11,0,104.1,7.52,51.03,1280,0,0,,1280,92.48,1384.1,1.86,678.48
2004,171479,Ripoll,Ripollès,10717,,191.06,37.2,473.74,190.08,83.89,165.28,,,,0,,,1.79,0.59,434.74,1578.37,25.7,147.28,4564,0,0,,4564,74.3,6142.37,1.57,573.14
2004,171674,Sant Joan de les Abadesses,Ripollès,3597,,0,0,61.54,76.96,23.71,0,,,,0,,,0,0.2,0,162.41,9.51,45.15,1546,0,0,,1546,90.49,1708.41,1.3,474.95
2004,171772,Sant Pau de Segúries,Ripollès,656,,0,0,21.16,30.25,6.17,0,,,,0,,,0,0.04,0,57.62,12.22,87.84,414,0,0,,414,87.78,471.62,1.97,718.93
2004,171925,Setcases,Ripollès,185,,0,0,6.25,14.36,0.82,0,,,,0,,,0,0.01,0,21.44,7.56,115.88,262,0,0,,262,92.44,283.44,4.2,1532.1
2004,172018,Toses,Ripollès,161,,0,0,2,4.31,0.92,0,,,,0,,,0,0.01,0,7.24,5.09,44.97,135,0,0,,135,94.91,142.24,2.42,883.48
2004,171707,Vallfogona de Ripollès,Ripollès,224,,0,0,1.58,5.9,0.84,0,,,,0,,,0,0.01,0,8.33,9.65,37.19,78,0,0,,78,90.35,86.33,1.06,385.4
2004,172240,Vilallonga de Ter,Ripollès,425,,0,0,6.29,9.66,1.6,0,,,,0,,,0,0.03,0,17.58,5.89,41.36,281,0,0,,281,94.11,298.58,1.92,702.54
2004,250557,Biosca,Segarra,238,,25.16,0,9.41,7.38,14.47,5.33,,,,0,,,0.02,0.02,1.19,62.98,36.12,264.62,111.37,0,0,,111.37,63.88,174.35,2.01,732.56
2004,250729,Cervera,Segarra,8564,,679.06,0,253.88,199.27,390.59,143.92,,,,0,,,1.12,0.58,32.49,1700.91,36.14,198.61,3005.95,0,0,,3005.95,63.86,4706.86,1.51,549.61
2004,250851,Estaràs,Segarra,186,,15.66,0,5.85,4.59,9.01,3.32,,,,0,,,0.01,0.01,0.74,39.19,36.11,210.7,69.34,0,0,,69.34,63.89,108.53,1.6,583.49
2004,251039,Granyanella,Segarra,140,,13.01,0,4.86,3.81,7.48,2.76,,,,0,,,0.01,0.01,0.62,32.56,36.13,232.57,57.57,0,0,,57.57,63.87,90.13,1.76,643.79
2004,251044,Granyena de Segarra,Segarra,144,,16.52,0,6.18,4.85,9.5,3.5,,,,0,,,0.01,0.01,0.79,41.36,36.13,287.22,73.12,0,0,,73.12,63.87,114.48,2.18,795
2004,251109,Guissona,Segarra,4439,,277.96,0,103.92,81.56,159.88,58.91,,,,0,,,0.17,0.3,13.3,696,36.13,156.79,1230.45,0,0,,1230.45,63.87,1926.45,1.19,433.98
2004,251142,Ivorra,Segarra,151,,14.62,0,5.47,4.29,8.41,3.1,,,,0,,,0.01,0.01,0.69,36.6,36.12,242.38,64.72,0,0,,64.72,63.88,101.32,1.84,670.99
2004,251327,Massoteres,Segarra,200,,16.04,0,5.99,4.7,9.23,3.4,,,,0,,,0.01,0.01,0.77,40.15,36.12,200.75,71.02,0,0,,71.02,63.88,111.17,1.52,555.85
2004,251410,Montoliu de Segarra,Segarra,190,,19.75,0,7.39,5.8,11.36,4.18,,,,0,,,0.01,0.01,0.94,49.44,36.13,260.21,87.41,0,0,,87.41,63.87,136.85,1.97,720.26
2004,251431,Montornès de Segarra,Segarra,100,,9.97,0,3.72,2.92,5.73,2.11,,,,0,,,0.01,0.01,0.48,24.95,36.12,249.5,44.12,0,0,,44.12,63.88,69.07,1.89,690.7
2004,251522,"Oluges, les",Segarra,181,,18.51,0,6.92,5.43,10.65,3.92,,,,0,,,0.01,0.01,0.89,46.34,36.12,256.02,81.95,0,0,,81.95,63.88,128.29,1.94,708.78
2004,259118,"Plans de Sió, els",Segarra,563,,57.81,0,21.62,16.96,33.25,12.25,,,,0,,,0.04,0.04,2.76,144.73,36.12,257.07,255.92,0,0,,255.92,63.88,400.65,1.95,711.63
2004,259059,Ribera d'Ondara,Segarra,462,,50.41,0,18.84,14.79,29,10.68,,,,0,,,0.03,0.03,2.43,126.21,36.13,273.18,223.15,0,0,,223.15,63.87,349.36,2.07,756.19
2004,251919,Sanaüja,Segarra,476,,43.86,0,16.4,12.87,25.23,9.3,,,,0,,,0.03,0.03,2.08,109.8,36.12,230.67,194.15,0,0,,194.15,63.88,303.95,1.75,638.55
2004,251924,Sant Guim de Freixenet,Segarra,1071,,100.25,0,37.48,29.42,57.66,21.25,,,,0,,,0.06,0.07,4.8,250.99,36.13,234.35,443.77,0,0,,443.77,63.87,694.76,1.78,648.7
2004,251977,Sant Guim de la Plana,Segarra,185,,19.56,0,7.31,5.74,11.25,4.14,,,,0,,,0.01,0.01,0.93,48.95,36.12,264.59,86.57,0,0,,86.57,63.88,135.52,2.01,732.54
2004,251945,Sant Ramon,Segarra,560,,53.16,0,19.87,15.6,30.58,11.27,,,,0,,,0.03,0.04,2.55,133.1,36.13,237.68,235.33,0,0,,235.33,63.87,368.43,1.8,657.91
2004,252167,Talavera,Segarra,286,,28.86,0,10.79,8.47,16.6,6.12,,,,0,,,0.02,0.02,1.38,72.26,36.13,252.66,127.75,0,0,,127.75,63.87,200.01,1.92,699.34
2004,252192,Tarroja de Segarra,Segarra,164,,18.99,0,7.09,5.57,10.92,4.02,,,,0,,,0.01,0.01,0.91,47.52,36.12,289.76,84.05,0,0,,84.05,63.88,131.57,2.2,802.26
2004,252234,Torà,Segarra,1231,,108.51,0,40.57,31.86,62.41,23,,,,0,,,0.06,0.08,5.22,271.71,36.13,220.72,480.33,0,0,,480.33,63.87,752.04,1.67,610.92
2004,259078,Torrefeta i Florejacs,Segarra,635,,64.83,0,24.24,18.83,37.3,0,,,,0,,,0,0.05,0,145.25,33.6,228.74,287.02,0,0,,287.02,66.4,432.27,1.87,680.74
2004,250387,Aitona,Segrià,2248,,0,0,23.86,24.25,10.02,4.39,,,,0,,,0,0.12,0,62.65,6.66,27.87,877.68,0,0,,877.68,93.34,940.33,1.15,418.29
2004,250045,"Alamús, els",Segrià,724,,0,0,8.31,7.92,3.18,7.21,,,,0,,,0.15,0.04,0,26.81,8.4,37.03,292.43,0,0,,292.43,91.6,319.24,1.21,440.94
2004,250077,Albatàrrec,Segrià,1393,,0,0,14.78,14.67,5.88,3.26,,,,0,,,0,0.08,0,38.67,6.41,27.76,564.25,0,0,,564.25,93.59,602.92,1.19,432.82
2004,250100,Alcanó,Segrià,254,,0,0,3.09,3.02,1.18,1.59,,,,0,,,0,0.01,0,8.88,7.72,34.98,106.23,0,0,,106.23,92.28,115.11,1.24,453.21
2004,250117,Alcarràs,Segrià,5027,,0,0,53.63,63.27,21.8,22.18,,,,0,,,0,0.27,0,161.15,7.54,32.06,1976.3,0,0,,1976.3,92.46,2137.45,1.16,425.19
2004,250122,Alcoletge,Segrià,1973,,0,0,20.46,22.74,8.55,10.99,,,,0,,,0,0.11,0,62.85,7.29,31.86,798.92,0,0,,798.92,92.71,861.77,1.2,436.78
2004,250138,Alfarràs,Segrià,3137,,0,0,32.97,32.88,13.89,6.13,,,,0,,,0,0.17,0,86.03,6.37,27.42,1265.02,0,0,,1265.02,93.63,1351.05,1.18,430.68
2004,250143,Alfés,Segrià,317,,0,0,3.77,4.05,1.53,0.41,,,,0,,,0,0.02,0,9.78,6.93,30.84,131.27,0,0,,131.27,93.07,141.05,1.22,444.94
2004,250169,Alguaire,Segrià,2928,,0,0,30.87,35.8,13.54,11.7,,,,0,,,0,0.16,0,92.07,7.12,31.45,1201.21,0,0,,1201.21,92.88,1293.28,1.21,441.7
2004,250194,Almacelles,Segrià,5819,,0,0,59.3,60.1,26.05,0,,,,0,,,0.25,0.32,0,146.02,13.14,25.09,965.2,0,0,,965.2,86.86,1111.22,0.52,190.96
2004,250208,Almatret,Segrià,452,,0,0,5.11,5.73,2.24,2.75,,,,0,,,0,0.02,0,15.85,7.84,35.06,186.2,0,0,,186.2,92.16,202.05,1.22,447
2004,250215,Almenar,Segrià,3515,,0,0,36.69,36.98,15.66,20.35,,,,0,,,0.15,0.19,0,110.02,7.19,31.3,1420.12,0,0,,1420.12,92.81,1530.14,1.19,435.32
2004,250236,Alpicat,Segrià,4852,,0,0,48.94,53.96,21.39,27.75,,,,0,,,0.15,0.26,0,152.44,7.47,31.42,1887.03,0,0,,1887.03,92.53,2039.47,1.15,420.34
