Any,Codi municipi,Municipi,Comarca,Població,Autocompostatge,Matèria orgànica,Poda i jardineria,Paper i cartró,Vidre,Envasos lleugers,Residus voluminosos + fusta,RAEE,Ferralla,Olis vegetals,Tèxtil,Runes,Residus en Petites Quantitats (RPQ),Piles,Medicaments,Altres recollides selectives,Total Recollida Selectiva,R.S. / R.M. % total,Kg/hab/any recollida selectiva,Resta a Dipòsit,Resta a Incineració,Resta a Tractament Mecànic Biològic,Resta (sense desglossar),Suma Fracció Resta,F.R. / R.M. %,Generació Residus Municipal Totals,Kg / hab / dia,Kg / hab / any
2011,082938,Vallcebre,Berguedà,269,,0,0.21,9.84,9.25,4.96,2.27,0.44,,,0,1.44,0.05,0.01,0.04,0.92,29.43,23.13,109.41,97.78,0,0,,97.78,76.87,127.21,1.3,472.9
2011,082994,Vilada,Berguedà,509,,0,1.49,16.11,20.68,10.18,32.89,7.05,,,0,19.44,0.65,0.07,0.07,9.57,118.18,38.56,232.17,188.26,0,0,,188.26,61.44,306.44,1.65,602.03
2011,083089,Viver i Serrateix,Berguedà,178,,0,0.23,4.7,3.99,3.51,1.55,0.27,,,0,0.96,0.1,0,0.02,0.52,15.85,18.77,89.02,68.59,0,0,,68.59,81.23,84.44,1.3,474.35
2011,170062,Alp,Cerdanya,1743,,157.23,0,124.73,85.25,33.58,7.03,1.15,,,0,0.92,0.32,0.14,0.15,5.78,416.27,22.6,238.82,1425.74,0,0,,1425.74,77.4,1842.01,2.9,1056.8
2011,250518,Bellver de Cerdanya,Cerdanya,2260,,0,0,106.76,72.17,28.74,0.69,0.11,,,0,0.09,0.03,0.01,0.19,0.57,209.36,14.64,92.64,1220.26,0,0,,1220.26,85.36,1429.62,1.73,632.58
2011,170242,Bolvir,Cerdanya,393,,10.6,0,23.99,17.32,6.46,7.48,1.22,,,0,0.98,0.34,0.07,0.03,6.14,74.62,21.39,189.88,274.25,0,0,,274.25,78.61,348.87,2.43,887.72
2011,170617,Das,Cerdanya,219,,0,0,8.04,10.46,2.16,0.24,0.04,,,0,0.03,0.01,0,0.02,0.2,21.21,18.76,96.83,91.85,0,0,,91.85,81.24,113.06,1.41,516.24
2011,170694,Fontanals de Cerdanya,Cerdanya,465,,0,0,30.46,22.28,8.2,11.46,1.87,,,0,1.49,0.52,0.11,0.04,9.42,85.85,19.78,184.63,348.22,0,0,,348.22,80.22,434.07,2.56,933.49
2011,170789,Ger,Cerdanya,467,,8.83,0,17.03,11.71,4.59,1.42,0.23,,,0,0.19,0.06,0.01,0.04,1.17,45.29,18.87,96.98,194.69,0,0,,194.69,81.13,239.98,1.41,513.87
2011,170828,Guils de Cerdanya,Cerdanya,565,,0,0,20.16,15.63,5.43,13.57,2.21,,,0,1.77,0.62,0.13,0.05,11.15,70.73,23.49,125.19,230.39,0,0,,230.39,76.51,301.12,1.46,532.96
2011,170849,Isòvol,Cerdanya,322,,0,0,6.19,4.22,1.67,0.24,0.04,,,0,0.03,0.01,0,0.03,0.2,12.64,15.15,39.24,70.78,0,0,,70.78,84.85,83.42,0.71,259.05
2011,251272,Lles de Cerdanya,Cerdanya,268,,0,0,19.53,13.22,5.26,0.24,0.04,,,0,0.03,0.01,0,0.02,0.2,38.56,14.73,143.86,223.22,0,0,,223.22,85.27,261.78,2.68,976.77
2011,170947,Llívia,Cerdanya,1665,,0,0,70.07,48.91,18.86,10.77,1.75,,,0,1.4,0.49,0.11,0.14,8.85,161.35,16.77,96.91,800.95,0,0,,800.95,83.23,962.3,1.58,577.96
2011,170998,Meranges,Cerdanya,96,,0,0,2.6,1.9,0.7,0.93,0.15,,,0,0.12,0.04,0.01,0.01,0.77,7.24,19.56,75.4,29.76,0,0,,29.76,80.44,37,1.06,385.4
2011,251399,Montellà i Martinet,Cerdanya,683,,0,0,22.88,15.55,6.16,0.69,0.11,,,0,0.09,0.03,0.01,0.06,0.57,46.15,15,67.57,261.58,0,0,,261.58,85,307.73,1.23,450.56
2011,251752,Prats i Sansor,Cerdanya,284,,0,0,14.3,9.7,3.85,0.24,0.04,,,0,0.03,0.01,0,0.02,0.2,28.4,14.8,99.98,163.49,0,0,,163.49,85.2,191.89,1.85,675.65
2011,251790,Prullans,Cerdanya,234,,0,0,14.3,9.7,3.85,0.24,0.04,,,0,0.03,0.01,0,0.02,0.2,28.4,14.8,121.35,163.49,0,0,,163.49,85.2,191.89,2.25,820.02
2011,171411,Puigcerdà,Cerdanya,8802,,128.84,0,377.49,306.9,101.62,349.27,56.88,,,0,45.55,15.97,5.81,0.75,286.94,1676,27.98,190.41,4314.76,0,0,,4314.76,72.02,5990.76,1.86,680.61
2011,259139,Riu de Cerdanya,Cerdanya,113,,0,0,5.59,3.82,1.51,0.24,0.04,,,0,0.03,0.01,0,0.01,0.2,11.46,15.2,101.38,63.93,0,0,,63.93,84.8,75.39,1.83,667.13
2011,172060,Urús,Cerdanya,204,,0,0,9.15,6.42,2.46,1.63,0.26,,,0,0.21,0.07,0.02,0.02,1.34,21.58,17.1,105.79,104.62,0,0,,104.62,82.9,126.2,1.69,618.63
2011,430213,Barberà de la Conca,Conca de Barberà,540,,70.53,0,21.54,23.73,10.25,0,0,,,0,0,0,0,0,0,126.05,48.76,233.43,132.47,0,0,,132.47,51.24,258.52,1.31,478.74
2011,430290,Blancafort,Conca de Barberà,415,,21.37,0,16.7,16.12,7.11,0,0,,,0,0,0,0,0,0,61.3,34.12,147.71,118.36,0,0,,118.36,65.88,179.66,1.19,432.92
2011,430461,Conesa,Conca de Barberà,129,,12.47,0,4.78,4.14,2.56,0,0,,,0,0,0,0,0,0,23.95,38.33,185.66,38.53,0,0,,38.53,61.67,62.48,1.33,484.34
2011,430542,"Espluga de Francolí, l'",Conca de Barberà,3923,,262.31,31.56,143,88.75,72.88,206.38,27.61,,,17.47,268.88,6.39,0.17,0,92.48,1217.88,52.66,310.45,1095.01,0,0,,1095.01,47.34,2312.89,1.62,589.57
2011,430614,Forès,Conca de Barberà,59,,3.88,0,1.51,1.02,0.85,0,0,,,0,0,0,0,0,0,7.26,37.1,123.05,12.31,0,0,,12.31,62.9,19.57,0.91,331.69
2011,430733,Llorac,Conca de Barberà,112,,10.6,0,2.79,3.25,1.74,0,0,,,0,0,0,0,0,0,18.38,38.6,164.11,29.24,0,0,,29.24,61.4,47.62,1.16,425.18
2011,430862,Montblanc,Conca de Barberà,7354,,450.7,36.5,250.73,198.59,132.72,358.09,24.78,,,41.35,281.08,15.06,0.33,0,51.56,1841.49,46.25,250.41,2139.98,0,0,,2139.98,53.75,3981.47,1.48,541.4
2011,431016,Passanant i Belltall,Conca de Barberà,168,,17.38,0,4.23,8.12,4.65,0,0,,,0,0,0,0,0,0,34.38,35.82,204.64,61.59,0,0,,61.59,64.18,95.97,1.57,571.25
2011,431055,"Piles, les",Conca de Barberà,219,,18.37,0,4.52,7.09,3.95,0,0,,,0,0,0,0,0,0,33.93,41.07,154.93,48.68,0,0,,48.68,58.93,82.61,1.03,377.21
2011,431074,Pira,Conca de Barberà,500,,53.71,0,20.21,13.27,11.49,0,0,,,0,0,0,0,0,0,98.68,55.29,197.36,79.81,0,0,,79.81,44.71,178.49,0.98,356.98
2011,431418,Pontils,Conca de Barberà,134,,8.73,0,2.7,5.79,2.45,0,0,,,0,0,0,0,0,0,19.67,22.1,146.79,69.35,0,0,,69.35,77.9,89.02,1.82,664.33
2011,431303,Rocafort de Queralt,Conca de Barberà,244,,48.48,0,9.74,10.01,6.99,0,0,,,0,0,0,0,0,0,75.22,56.71,308.28,57.43,0,0,,57.43,43.29,132.65,1.49,543.65
2011,431397,Santa Coloma de Queralt,Conca de Barberà,3092,,199.55,29.1,109.85,65.26,32.08,154.74,17.54,,,8.68,165.42,24.96,0,0,62.44,869.62,52.87,281.25,775.13,0,0,,775.13,47.13,1644.75,1.46,531.94
2011,431423,Sarral,Conca de Barberà,1703,,125.85,0,47.69,43.34,22.03,48.87,2.02,,,0.93,117.86,0.72,0,0,22,431.3,55.69,253.26,343.13,0,0,,343.13,44.31,774.43,1.25,454.75
2011,431439,Savallà del Comtat,Conca de Barberà,69,,8.36,0,1.67,4.48,1.88,0,0,,,0,0,0,0,0,0,16.39,45,237.54,20.03,0,0,,20.03,55,36.42,1.45,527.83
2011,431460,Senan,Conca de Barberà,55,,6.24,0,1.26,1.27,1.19,0,0,,,0,0,0,0,0,0,9.96,68.41,181.09,4.6,0,0,,4.6,31.59,14.56,0.73,264.73
2011,431476,Solivella,Conca de Barberà,687,,59.4,0,29.53,7.25,12.19,0,0,,,0,0,0,0,0,0,108.37,41.8,157.74,150.9,0,0,,150.9,58.2,259.27,1.03,377.39
2011,431589,Vallclara,Conca de Barberà,125,,4.52,0,3.06,8.54,3.08,0,0,,,0,0,0,0,0,0,19.2,29.93,153.6,44.94,0,0,,44.94,70.07,64.14,1.41,513.12
2011,431592,Vallfogona de Riucorb,Conca de Barberà,115,,24.82,0,7.99,10.55,2.11,0,0,,,0,0,0,0,0,0,45.47,33.16,395.39,91.66,0,0,,91.66,66.84,137.13,3.27,1192.43
2011,431687,Vilanova de Prades,Conca de Barberà,133,,5.84,0,6.83,9.32,3.84,0,0,,,0,0,0,0,0,0,25.83,27.87,194.21,66.86,0,0,,66.86,72.13,92.69,1.91,696.92
2011,431726,Vilaverd,Conca de Barberà,504,,26.17,0,16.76,7.68,7.84,0,0,,,0,0,0,0,0,0,58.45,32.87,115.97,119.38,0,0,,119.38,67.13,177.83,0.97,352.84
2011,431763,Vimbodí i Poblet,Conca de Barberà,1010,,92.01,0,39.95,26.23,14.22,41.04,0.95,,,4.35,34,2.07,0,0,7.7,262.52,52.42,259.92,238.3,0,0,,238.3,47.58,500.82,1.36,495.86
2011,080431,Canyelles,Garraf,4282,,0,82.88,58.09,87.8,39.19,248.58,6.33,,,0.6,249.55,0,0.19,0.37,9.81,783.38,29.14,182.95,1905,0,0,,1905,70.86,2688.38,1.72,627.83
2011,080749,Cubelles,Garraf,14293,,675.02,117.5,214.34,227.15,142.72,898.46,6.94,,,2.83,945,4.29,1.04,1.23,11.7,3248.21,35.67,227.26,5858,0,0,,5858,64.33,9106.21,1.75,637.11
2011,081483,Olivella,Garraf,3589,,0,187.1,43.47,89.5,49.21,218.82,4.56,,,0.1,166.61,1.32,0.45,0.31,4.44,765.89,30.43,213.4,1751,0,0,,1751,69.57,2516.89,1.92,701.28
2011,082310,Sant Pere de Ribes,Garraf,28783,,1283.76,385.74,820.7,633.2,408.29,1935.44,2.38,,,5.75,1784.14,0,1.68,2.49,76.94,7340.52,46.41,255.03,8475,0,0,,8475,53.59,15815.52,1.51,549.47
2011,082704,Sitges,Garraf,28617,,1375.64,1104.73,1056,1113.3,441.17,1992.3,21.51,,,68,114.32,4.49,1.66,2.47,45.97,7341.56,33.41,256.55,14630,0,0,,14630,66.59,21971.56,2.1,767.78
2011,083073,Vilanova i la Geltrú,Garraf,66905,,2486.18,121.08,1966.95,1725.6,820.15,3838.88,42.68,,,0,1237.5,0,4.84,5.78,122.82,12372.46,35.2,184.93,22774,0,0,,22774,64.8,35146.46,1.44,525.32
2011,250061,"Albagés, l'",Garrigues,449,,17.33,0.01,5.69,6.17,2.75,2.19,0.08,,,0.03,0.05,0.05,0,0,0.06,34.4,21.68,76.6,124.25,0,0,,124.25,78.32,158.65,0.97,353.33
2011,250096,"Albi, l'",Garrigues,860,,30.92,0.02,8.95,11.33,9.07,4.17,0.15,,,0.05,0.1,0.09,0.01,0,0.1,64.97,21.44,75.54,237.99,0,0,,237.99,78.56,302.96,0.97,352.28
2011,250292,Arbeca,Garrigues,2493,,106.95,0.05,36.3,31.59,18.22,12.22,0.43,,,0.16,0.3,0.26,0.02,0,0.31,206.82,23.06,82.96,689.88,0,0,,689.88,76.94,896.7,0.99,359.69
2011,251706,Bellaguarda,Garrigues,325,,12.53,0.01,4.2,5.26,5.5,1.59,0.06,,,0.02,0.04,0.03,0,0,0.04,29.27,24.56,90.07,89.94,0,0,,89.94,75.44,119.21,1,366.81
2011,250582,"Borges Blanques, les",Garrigues,6034,,202.48,0.13,96.8,71.04,61.7,29.91,1.05,,,0.39,0.74,0.64,0.18,0,0.75,465.82,21.81,77.2,1669.78,0,0,,1669.78,78.19,2135.6,0.97,353.93
2011,250560,Bovera,Garrigues,332,,12.79,0.01,3.2,3.82,2.58,1.59,0.06,,,0.02,0.04,0.03,0,0,0.04,24.19,13.92,72.85,149.52,0,0,,149.52,86.08,173.71,1.43,523.21
2011,250674,Castelldans,Garrigues,1006,,37.85,0.02,7.62,13.38,13.82,4.97,0.17,,,0.06,0.12,0.11,0.01,0,0.12,78.26,21.94,77.79,278.39,0,0,,278.39,78.06,356.65,0.97,354.52
2011,250735,Cervià de les Garrigues,Garrigues,808,,29.77,0.02,6.32,13.87,5.28,3.97,0.14,,,0.05,0.1,0.09,0.01,0,0.1,59.71,21.08,73.9,223.6,0,0,,223.6,78.92,283.31,0.96,350.64
2011,250766,"Cogul, el",Garrigues,188,,7.23,0,2.4,1.81,1.58,0.89,0.03,,,0.01,0.02,0.02,0,0,0.02,14.03,14.22,74.65,84.67,0,0,,84.67,85.78,98.7,1.44,525.02
2011,250812,"Espluga Calba, l'",Garrigues,430,,15.59,0.01,5.87,5.43,4.64,2.09,0.07,,,0.03,0.05,0.04,0,0,0.05,33.87,22.16,78.77,118.99,0,0,,118.99,77.84,152.86,0.97,355.49
2011,250925,"Floresta, la",Garrigues,168,,6.54,0,3.04,3.39,3.49,0.79,0.03,,,0.01,0.02,0.02,0,0,0.02,17.35,27.18,103.28,46.49,0,0,,46.49,72.82,63.84,1.04,380
2011,250978,Fulleda,Garrigues,105,,3.71,0,1.94,3.41,1.39,0.5,0.02,,,0.01,0.01,0.01,0,0,0.01,11.01,27.47,104.82,29.06,0,0,,29.06,72.53,40.07,1.05,381.58
2011,251018,"Granadella, la",Garrigues,759,,28.98,0.02,8.52,9.75,4.98,3.68,0.13,,,0.05,0.09,0.08,0.15,0,0.09,56.5,14.18,74.44,341.83,0,0,,341.83,85.82,398.33,1.44,524.81
2011,251057,Granyena de les Garrigues,Garrigues,172,,6.64,0,2.96,6.41,2.78,0.79,0.03,,,0.01,0.02,0.02,0,0,0.02,19.69,29.26,114.46,47.6,0,0,,47.6,70.74,67.29,1.07,391.2
2011,251180,Juncosa,Garrigues,470,,17.97,0.01,5.49,6.63,2.65,2.29,0.08,,,0.03,0.06,0.05,0,0,0.06,35.31,14.3,75.13,211.67,0,0,,211.67,85.7,246.98,1.44,525.49
2011,251193,Juneda,Garrigues,3482,,154.64,0.08,87.08,54.82,36.52,16.99,0.6,,,0.22,0.42,0.36,0.03,0,0.43,352.18,26.77,101.14,963.57,0,0,,963.57,73.23,1315.75,1.04,377.87
2011,251538,"Omellons, els",Garrigues,241,,9.24,0.01,2.03,2.64,1.9,1.19,0.04,,,0.02,0.03,0.03,0,0,0.03,17.14,20.45,71.13,66.69,0,0,,66.69,79.55,83.83,0.95,347.86
2011,251692,"Pobla de Cérvoles, la",Garrigues,245,,8.76,0.01,2.99,7.22,2.36,1.19,0.04,,,0.02,0.03,0.03,0,0,0.03,22.67,25.06,92.54,67.8,0,0,,67.8,74.94,90.47,1.01,369.27
2011,251804,Puiggròs,Garrigues,314,,11.35,0.01,3.19,3.02,2.14,1.49,0.05,,,0.02,0.04,0.03,0,0,0.04,21.38,19.75,68.08,86.89,0,0,,86.89,80.25,108.27,0.94,344.8
2011,252069,"Soleràs, el",Garrigues,369,,14.11,0.01,3.45,4.44,1.8,1.79,0.06,,,0.02,0.04,0.04,0,0,0.04,25.82,20.18,69.97,102.11,0,0,,102.11,79.82,127.93,0.95,346.7
2011,252189,Tarrés,Garrigues,108,,3.98,0,3.88,2.71,1.54,0.5,0.02,,,0.01,0.01,0.01,0,0,0.01,12.67,29.76,117.27,29.89,0,0,,29.89,70.24,42.56,1.08,394.03
2011,252249,"Torms, els",Garrigues,171,,6.44,0,1.84,2.21,1.74,0.79,0.03,,,0.01,0.02,0.02,0,0,0.02,13.13,21.72,76.77,47.32,0,0,,47.32,78.28,60.45,0.97,353.5
2011,252537,"Vilosell, el",Garrigues,203,,7.3,0,2.66,6.05,2.25,0.99,0.03,,,0.01,0.02,0.02,0,0,0.02,19.37,25.64,95.44,56.18,0,0,,56.18,74.36,75.55,1.02,372.19
2011,252555,Vinaixa,Garrigues,574,,22.22,0.01,6.55,7.16,4.52,2.78,0.1,,,0.04,0.07,0.06,0,0,0.07,43.57,21.53,75.91,158.84,0,0,,158.84,78.47,202.41,0.97,352.64
2011,170101,Argelaguer,Garrotxa,424,,37.44,0,21.69,15.5,10.58,4.59,0.06,,,2.79,0.27,0.03,0,0.02,0.84,93.81,40.4,221.25,138.39,0,0,,138.39,59.6,232.2,1.5,547.64
2011,170195,Besalú,Garrotxa,2372,,160.38,0,174.58,64.18,55.15,27.18,1.64,,,0,110.18,1.15,0.2,0.16,113.1,707.91,50.32,298.44,698.91,0,0,,698.91,49.68,1406.82,1.62,593.09
2011,170216,Beuda,Garrotxa,170,,0,0,5,4.99,3.41,3.06,0.18,,,0,8.21,0.12,0,0.01,9.09,34.08,37.52,200.47,56.74,0,0,,56.74,62.48,90.82,1.46,534.23
2011,170464,Castellfollit de la Roca,Garrotxa,1002,,50.21,2.12,51.63,21.91,18.68,15.68,0.38,,,5.58,1.69,0.22,0.02,0.07,49.83,218.01,44.69,217.57,269.87,0,0,,269.87,55.31,487.88,1.33,486.91
2011,170985,Maià de Montcal,Garrotxa,432,,0,0,14.67,16.37,7.02,6.93,0.31,,,0,20.1,0.22,0,0.03,20.72,86.37,35.05,199.92,160.06,0,0,,160.06,64.95,246.43,1.56,570.43
2011,171058,Mieres,Garrotxa,335,,0,0,15.28,11.89,3.61,14.6,0.06,,,0,0.31,0.04,0,0.02,0.99,46.81,27.71,139.72,122.11,0,0,,122.11,72.29,168.92,1.38,504.23
2011,171096,Montagut i Oix,Garrotxa,983,,0,0,29.62,26.48,15.13,9.32,0.22,,,3.07,0.94,0.12,0.01,0.07,46.59,131.55,24.94,133.83,395.93,0,0,,395.93,75.06,527.48,1.47,536.61
2011,171143,Olot,Garrotxa,33725,,2068.95,287.32,1160.38,723.73,346.56,271.53,95.96,,,126.48,409.94,52.81,7.14,2.25,1300.94,6853.97,38.81,203.23,10806.37,0,0,,10806.37,61.19,17660.34,1.43,523.66
2011,171334,"Planes d'Hostoles, les",Garrotxa,1708,,70.05,0,21.2,38.34,8.13,32.41,0.96,,,6.33,0.49,0.06,0,0.11,13.74,191.82,28.52,112.31,480.85,0,0,,480.85,71.48,672.67,1.08,393.83
2011,171390,"Preses, les",Garrotxa,1745,,75.19,0,67.16,42.38,6.35,40.31,1.14,,,8.61,5.48,0.71,0.06,0.12,17.32,264.82,23.38,151.76,867.8,0,0,,867.8,76.62,1132.62,1.78,649.07
2011,171498,Riudaura,Garrotxa,439,,0,0,53.79,11.26,22.57,4.96,0.12,,,0,0.58,0.07,0.01,0.03,1.83,95.22,46.84,216.9,108.08,0,0,,108.08,53.16,203.3,1.27,463.09
2011,171544,Sales de Llierca,Garrotxa,144,,0,0,6.15,7.71,3.5,2.51,0.01,,,0,0.04,0.01,0,0.01,0.14,20.08,42.66,139.42,26.99,0,0,,26.99,57.34,47.07,0.9,326.85
2011,171833,Sant Aniol de Finestres,Garrotxa,345,,0,0,12.4,16.44,6.03,14.86,0.25,,,0,0.36,0.05,0,0.02,3.59,53.99,29.92,156.49,126.46,0,0,,126.46,70.08,180.45,1.43,523.04
2011,171616,Sant Feliu de Pallerols,Garrotxa,1330,,63.28,0,58.61,47.32,25.42,20.84,0.8,,,8.03,0.62,0.08,0.01,0.09,11.46,236.56,37.79,177.86,389.35,0,0,,389.35,62.21,625.91,1.29,470.61
2011,171621,Sant Ferriol,Garrotxa,228,,0,0,7.02,6.89,2.72,1.12,0.23,,,0,10.92,0.15,0,0.02,11.9,40.97,38.19,179.7,66.32,0,0,,66.32,61.81,107.29,1.29,470.58
2011,171655,Sant Jaume de Llierca,Garrotxa,774,,40,12.7,35.29,16.43,16.62,15.7,0.31,,,2.23,1.51,0.2,0.02,0.05,4.79,145.85,42.27,188.44,199.17,0,0,,199.17,57.73,345.02,1.22,445.76
2011,171851,Sant Joan les Fonts,Garrotxa,2877,,209.05,35.48,118.01,103.77,44.16,11.52,1.81,,,11.16,8.37,1.08,0.09,0.19,154.21,698.89,35.02,242.92,1296.87,0,0,,1296.87,64.98,1995.76,1.9,693.7
2011,171848,Santa Pau,Garrotxa,1601,,93.4,14.9,56.25,57.9,26.06,33.26,0.78,,,3.8,3.74,0.48,0.04,0.11,11.83,302.55,38.91,188.97,475.01,0,0,,475.01,61.09,777.56,1.33,485.67
2011,172001,Tortellà,Garrotxa,760,,27.31,0,35.79,17.64,16.67,15.02,0.2,,,4.46,0.98,0.13,0.01,0.05,3.1,121.36,42.92,159.69,161.43,0,0,,161.43,57.08,282.79,1.02,372.1
2011,172082,"Vall de Bianya, la",Garrotxa,1315,,97.72,18.34,35.53,58.68,19.42,20.94,0.84,,,1.47,3.87,0.5,0.04,0.09,70.63,328.07,40.45,249.48,482.97,0,0,,482.97,59.55,811.04,1.69,616.76
2011,172076,"Vall d'en Bas, la",Garrotxa,2888,,199.22,102.28,101.55,87.35,41.34,22.09,0.79,,,4.64,3.79,0.49,0.04,0.19,11.97,575.73,35.01,199.35,1068.73,0,0,,1068.73,64.99,1644.46,1.56,569.41
2011,170025,Aiguaviva,Gironès,754,,40.49,58.8,18.32,22.13,11.76,8.63,0.42,,,0.02,4.99,0.19,0,0.03,0.45,166.24,43.34,220.47,217.35,0,0,,217.35,56.66,383.59,1.39,508.74
2011,170209,Bescanó,Gironès,4601,,192.32,70.1,206.36,147.75,130.92,73.62,1.4,,,0.07,16.57,0.62,0.01,0.28,1.51,841.52,38.85,182.9,1324.78,0,0,,1324.78,61.15,2166.3,1.29,470.83
2011,170255,Bordils,Gironès,1736,,83.81,3.91,22.06,19.77,13.29,43.22,1.01,,,1.66,26.29,0.46,0.02,0.1,1.75,217.35,30.83,125.2,487.67,0,0,,487.67,69.17,705.02,1.11,406.12
2011,170388,Campllong,Gironès,497,,43.76,0.11,21.85,26.39,14.34,6.92,0.1,,,0.01,0.26,0.01,0,0.03,0.12,113.91,54.64,229.19,94.57,0,0,,94.57,45.36,208.48,1.15,419.47
2011,170405,Canet d'Adri,Gironès,609,,0,1.16,14.22,17.65,9.13,6.73,0.39,,,0.01,1.16,0.04,0,0.04,0.09,50.63,18.01,83.14,230.44,0,0,,230.44,81.99,281.07,1.26,461.53
2011,170448,Cassà de la Selva,Gironès,9789,,747.66,86.11,217.66,139.84,119.91,191.66,28.27,,,49.47,73.19,3.29,0.56,0.59,32.63,1690.85,40.77,172.73,2456.89,0,0,,2456.89,59.23,4147.74,1.16,423.71
2011,170499,Celrà,Gironès,4772,,197.56,20.06,88.87,52.73,50.25,99.23,5.2,,,2.14,134.94,2.35,0.9,0.29,8.99,663.5,31.16,139.04,1466,0,0,,1466,68.84,2129.5,1.22,446.25
2011,170502,Cervià de Ter,Gironès,895,,0,0.42,19.89,19.8,13.04,9.81,0.05,,,0.03,1.95,0.03,0,0.05,0.07,65.14,24.83,72.78,197.2,0,0,,197.2,75.17,262.34,0.8,293.12
2011,170675,Flaçà,Gironès,1059,,48.89,40.7,22.26,19.77,11.77,13.31,0.23,,,2.18,5.89,0.1,0.01,0.06,0.39,165.56,32.72,156.34,340.38,0,0,,340.38,67.28,505.94,1.31,477.76
2011,170736,Fornells de la Selva,Gironès,2380,,140.69,0.06,86.05,63.73,56.61,12.53,0.05,,,0.01,0.13,0.01,0,0.14,0.06,360.06,36.7,151.29,621.03,0,0,,621.03,63.3,981.09,1.13,412.22
2011,170792,Girona,Gironès,96722,,5405.56,118.97,3630.56,1968.12,2220.49,1587.96,93.49,,,142.92,969.83,18.23,5.23,5.79,97.24,16264.37,39.26,168.16,0,25167,0,,25167,60.74,41431.37,1.17,428.36
2011,170871,Juià,Gironès,338,,0,1.25,16.55,15.38,9.2,8.9,0.32,,,0.04,8.39,0.15,0.01,0.02,0.56,60.77,42.69,179.81,81.59,0,0,,81.59,57.31,142.36,1.15,421.2
2011,170890,Llagostera,Gironès,8105,,704.12,420.2,244.07,205.16,229.91,292.76,39.4,,,23.9,258.02,7.91,0.66,0.49,66.43,2493.03,63.81,307.59,1413.9,0,0,,1413.9,36.19,3906.93,1.32,482.04
2011,170904,Llambilles,Gironès,717,,27.94,112.74,15.9,15.39,9.14,23.96,0.08,,,0.9,0.21,0.01,0,0.04,0.09,206.4,50.42,287.87,203,0,0,,203,49.58,409.4,1.56,570.99
2011,170979,Madremanya,Gironès,260,,0,20.67,9.28,11.73,5.82,10.85,0.39,,,0,17.46,0.01,0,0.02,1.72,77.95,50.47,299.82,76.49,0,0,,76.49,49.53,154.44,1.63,594.01
2011,171426,Quart,Gironès,3150,,121.73,124.75,100.82,76.9,68.3,38.74,0,,,14.55,0,0,0,0.19,0,545.98,37.12,173.33,925.02,0,0,,925.02,62.88,1471,1.28,466.98
2011,171557,Salt,Gironès,30389,,1050.36,71.59,685.31,264.22,399.77,221.82,35.77,,,1.71,423.03,15.78,1.67,1.82,38.45,3211.32,30.92,105.67,694.41,6479.77,0,,7174.18,69.08,10385.5,0.94,341.75
2011,171576,Sant Andreu Salou,Gironès,152,,0,83.92,3.96,2.2,2.6,3.03,0.01,,,0,0.03,0,0,0.01,0.01,95.79,66.84,630.2,47.53,0,0,,47.53,33.16,143.32,2.58,942.89
2011,171637,Sant Gregori,Gironès,3280,,141.71,22.78,92.8,61.74,51.44,96.64,13.06,,,19.9,38.54,1.38,0.14,0.2,2.99,543.3,40.46,165.64,799.53,0,0,,799.53,59.54,1342.83,1.12,409.4
2011,171680,Sant Joan de Mollet,Gironès,522,,0,0.42,6.17,6.59,3.93,6.37,0.11,,,0.01,2.8,0.05,0,0.03,0.19,26.67,22.47,51.08,92.03,0,0,,92.03,77.53,118.7,0.62,227.39
2011,171668,Sant Jordi Desvalls,Gironès,667,,0,16.99,23.74,24.17,14.31,45.03,0.69,,,0.53,52.67,0.5,0,0.04,0.02,178.69,41.43,267.89,252.57,0,0,,252.57,58.57,431.26,1.77,646.56
2011,171693,Sant Julià de Ramis,Gironès,3348,,175.61,115.05,76.71,52.05,31.39,65.44,1.7,,,6.54,42.48,1.01,0.05,0.2,2.96,571.2,34.75,170.61,1072.36,0,0,,1072.36,65.25,1643.56,1.34,490.91
2011,171729,Sant Martí de Llémena,Gironès,591,,0,85.77,13.86,15.38,7.81,29.97,0.73,,,0.56,72.46,0.22,0,0.04,0.62,227.43,61.42,384.83,142.85,0,0,,142.85,38.58,370.28,1.72,626.54
2011,171735,Sant Martí Vell,Gironès,258,,10.12,9.12,6.15,6.59,3.93,3.14,0.1,,,0.01,2.47,0.04,0,0.02,0.16,41.84,31,162.19,93.15,0,0,,93.15,69,134.99,1.43,523.24
2011,171864,Sarrià de Ter,Gironès,4714,,201.55,122.5,122.95,81.57,64.49,92.61,3.21,,,16.88,80.07,1.91,0.27,0.28,5.57,793.88,36.45,168.41,133.75,1250.16,0,,1383.91,63.55,2177.79,1.27,461.98
2011,172155,Vilablareix,Gironès,2401,,121.46,94.2,71.25,50.56,44.89,22.81,0.07,,,0,0.8,0.03,0,0.14,0.07,406.28,35.93,169.21,724.49,0,0,,724.49,64.07,1130.77,1.29,470.96
2011,172168,Viladasens,Gironès,210,,0,0.48,11.86,10.99,6.5,3.28,0.02,,,0,1.48,0.01,0,0.01,0,34.63,34.1,164.89,66.92,0,0,,66.92,65.9,101.55,1.32,483.56
